cgpa,coding_score,dsa_score,projects_count,project_complexity,internships,communication_score,mock_interview_score,resume_score,certifications,aptitude_score,technical_score,skill_match_score,ats_score,github_score,backlogs,college_tier,placement_ready
8.1,62,30,3,High,1,55,45,71,1,55,55,15,37,44,2,3,1
6.78,72,79,3,Medium,2,59,59,90,1,63,59,47,52,56,3,3,1
6.14,42,47,5,Medium,2,60,49,87,2,43,49,58,65,0,0,2,0
7.5,58,60,0,Medium,0,61,52,35,2,40,42,27,22,27,1,3,1
9.7,62,43,1,Medium,0,78,69,43,2,63,71,19,16,44,1,3,1
7.42,44,10,3,Medium,0,79,37,39,0,53,20,51,35,20,0,1,1
8.01,51,69,3,Low,0,44,31,46,2,54,54,34,20,24,1,2,1
7.67,50,39,1,Low,1,81,54,49,0,68,56,41,55,37,2,2,1
5.16,45,25,0,Low,3,75,53,64,3,50,34,45,44,34,2,3,0
5.75,72,61,1,Medium,1,61,58,51,1,26,44,54,56,52,2,1,0
8.27,51,58,3,Low,1,35,20,42,1,74,58,54,37,14,1,2,1
6.81,45,36,1,Medium,1,65,28,54,3,20,44,49,34,0,1,2,0
5.76,43,54,4,High,0,55,36,78,3,69,26,15,60,41,0,2,0
8.75,67,68,1,Low,0,71,31,26,1,55,62,29,27,25,0,3,1
6.47,51,24,1,Low,1,73,50,48,1,45,38,54,64,14,0,3,0
8.3,75,47,2,Medium,1,85,59,31,1,55,72,44,29,26,1,2,1
8.78,33,42,3,Low,3,42,19,60,1,63,20,15,35,42,2,2,0
8.71,33,10,3,Low,1,100,41,73,2,58,68,19,57,24,2,3,1
7.59,49,37,1,Low,2,78,49,60,3,51,34,28,53,36,1,3,1
9.16,78,38,3,Low,1,74,40,89,3,76,83,55,67,60,1,3,1
7.91,38,24,2,Medium,1,96,41,59,1,61,41,18,73,21,0,2,1
7.3,20,14,3,Medium,1,67,29,78,4,39,20,15,45,32,0,3,0
7.95,64,44,3,High,0,80,51,47,3,63,59,53,31,14,0,1,1
6.47,51,32,3,Medium,0,65,41,51,2,53,58,30,29,8,1,3,1
7.33,40,16,3,Medium,0,77,60,47,2,45,20,17,30,1,0,2,0
6.67,38,65,5,High,1,82,56,71,4,57,49,15,60,31,1,3,1
7.09,40,61,5,Medium,1,81,37,91,4,48,39,61,66,34,0,2,0
8.67,63,31,4,Medium,0,34,27,64,0,55,59,62,71,28,1,1,1
9.64,60,70,1,Medium,1,54,40,64,4,60,53,37,52,31,2,2,1
6.36,54,36,4,Low,0,83,66,52,2,20,31,22,48,57,0,1,0
6.95,20,20,2,Medium,2,70,15,69,2,43,20,19,49,0,1,2,0
6.28,37,29,1,Medium,2,61,39,37,2,54,47,33,37,28,0,2,0
7.84,43,25,2,High,2,71,39,77,1,53,50,18,56,12,1,2,1
8.35,57,59,2,High,1,42,54,42,2,41,53,15,24,56,0,1,1
7.99,51,42,7,High,0,76,59,62,1,66,55,34,40,43,1,3,1
5.0,49,32,4,High,2,68,27,75,1,36,51,16,50,1,1,3,0
5.77,22,10,2,Low,0,63,47,52,2,29,41,28,58,7,1,2,0
5.76,45,23,3,Medium,0,58,15,47,0,70,25,33,22,0,0,2,0
9.5,73,31,3,High,0,66,61,42,2,49,28,28,15,61,1,2,0
8.08,80,61,5,Medium,1,57,62,97,4,65,85,54,67,88,0,2,1
7.53,49,21,4,Medium,1,56,61,49,2,43,26,58,57,0,1,2,0
5.43,46,33,1,Low,1,94,54,30,1,43,27,43,33,0,0,2,0
7.17,31,47,2,Medium,1,33,19,52,1,40,29,19,25,21,1,3,0
6.28,20,36,2,Medium,0,33,15,38,3,31,20,53,40,11,1,3,0
6.72,60,46,3,Medium,2,76,69,82,1,54,46,24,35,27,1,2,1
6.64,49,37,3,Low,1,40,56,41,0,53,34,22,38,0,0,3,1
7.15,67,80,6,High,1,25,33,96,1,64,54,46,63,46,1,2,1
6.09,30,33,0,Low,1,80,41,66,4,45,36,15,41,35,0,1,0
8.17,65,45,2,Medium,0,84,72,72,4,82,57,74,67,95,2,3,1
9.4,88,45,2,Low,0,38,60,80,4,65,63,61,65,78,1,2,1
7.86,62,54,2,Low,1,29,36,62,3,61,57,35,41,11,1,3,1
5.92,48,51,5,Medium,0,40,27,55,2,28,49,45,56,28,0,2,0
8.6,61,38,0,Low,0,49,34,40,3,50,69,52,48,48,0,3,1
7.09,33,32,2,Medium,2,96,58,63,3,56,35,24,25,6,1,2,1
5.9,61,42,1,Medium,1,54,41,43,2,43,70,32,33,52,2,3,1
9.01,56,41,4,High,1,76,45,67,1,62,62,24,34,47,0,1,1
6.56,55,10,1,Low,1,74,56,44,1,38,29,68,34,57,2,1,0
6.19,28,21,2,Medium,3,85,42,64,2,47,20,15,46,32,0,3,0
5.42,28,39,1,Low,0,50,35,53,5,43,24,48,41,22,0,3,0
7.57,72,45,4,Medium,2,61,48,80,1,38,69,41,55,30,3,3,1
6.59,45,37,1,Low,1,58,36,63,2,55,37,45,43,1,0,2,1
8.25,76,46,2,Medium,0,71,47,26,1,35,30,51,37,49,2,2,1
6.08,45,41,4,Medium,0,83,56,54,1,47,38,44,51,18,0,2,0
9.08,42,31,3,Medium,1,100,52,66,3,81,26,40,71,19,0,2,1
8.1,69,39,6,High,1,54,52,75,4,63,45,21,46,63,2,3,1
8.12,51,60,4,Low,0,64,32,56,1,63,42,27,26,57,2,3,1
7.51,63,63,0,Low,1,77,61,43,1,41,50,24,28,13,3,3,1
8.08,58,36,1,Low,1,73,53,54,1,76,69,51,55,30,0,2,1
6.34,29,32,1,High,1,92,52,56,3,63,46,15,29,8,2,2,0
6.26,49,47,2,Medium,2,60,46,51,1,36,26,15,20,35,0,3,0
8.07,84,73,0,Medium,2,54,58,70,0,49,57,52,48,5,3,3,1
5.01,45,11,5,High,1,86,26,85,2,55,44,15,46,0,0,3,0
8.98,63,64,5,High,3,67,63,100,3,81,57,51,59,35,0,3,1
8.05,71,46,6,Medium,0,71,38,78,0,40,49,29,54,58,0,3,1
9.81,71,49,0,Low,0,60,63,48,4,52,35,31,37,44,0,1,1
5.35,44,75,2,Low,1,78,45,69,1,40,25,15,51,39,3,3,0
8.03,45,41,3,Medium,1,46,17,64,2,29,31,57,49,30,1,1,0
7.52,57,39,2,Medium,1,53,42,50,0,52,20,15,40,59,0,3,1
6.22,59,13,5,Medium,1,25,18,91,4,60,60,41,57,65,0,3,0
5.91,35,50,3,Medium,0,50,47,78,3,27,20,15,37,5,2,1,0
6.06,63,28,5,Medium,0,78,47,86,2,46,58,35,53,55,1,3,0
5.0,38,16,2,Low,2,62,26,73,2,33,41,58,42,32,1,1,0
8.67,51,35,1,Low,2,45,46,58,0,78,47,43,64,80,0,1,0
9.92,81,82,4,High,1,87,62,70,0,57,74,48,55,32,3,2,1
6.72,46,48,1,Low,1,64,48,71,4,66,56,39,44,25,0,2,1
8.28,68,50,3,Low,1,92,58,75,1,49,49,38,50,20,1,1,1
6.51,45,41,0,Low,0,77,59,43,4,56,39,33,15,7,0,1,1
7.91,56,35,2,Low,1,65,42,73,2,57,63,57,72,41,0,2,1
9.15,70,56,1,Low,1,95,42,48,0,59,60,46,56,46,0,1,1
8.01,61,48,6,High,1,55,32,81,0,45,61,50,61,47,1,2,1
7.56,31,41,2,Low,0,42,35,66,2,56,20,26,48,28,0,3,0
7.46,41,48,3,Medium,3,90,40,84,1,47,40,28,42,19,2,3,0
5.35,53,49,3,Low,2,72,63,82,2,33,22,21,40,26,0,3,1
10.0,68,47,0,Low,0,87,44,29,1,82,63,43,15,21,0,1,1
8.7,55,54,0,Medium,1,77,62,67,3,65,60,55,53,18,2,3,1
7.45,38,30,1,Medium,2,91,42,64,1,59,62,50,62,21,1,2,1
7.69,43,18,0,Low,0,52,53,39,2,48,29,15,25,29,1,2,0
8.07,34,22,2,Low,1,58,42,71,2,53,31,23,50,34,3,2,1
5.87,44,37,2,Low,1,58,42,89,2,41,38,22,65,38,1,1,0
8.65,54,56,5,Low,1,58,51,57,1,62,38,49,31,63,0,2,1
7.74,44,33,1,Low,2,33,47,46,1,61,57,32,56,6,0,3,1
7.74,55,25,3,Medium,1,64,45,100,3,53,47,74,88,28,1,3,1
8.07,62,49,1,Low,0,76,30,49,2,45,50,48,49,19,3,3,1
9.8,93,71,5,High,0,49,71,70,2,73,80,83,74,81,2,3,1
7.83,38,34,0,Medium,0,45,30,40,3,54,39,16,39,12,0,3,0
7.1,66,64,2,Medium,1,59,79,68,1,33,38,42,54,62,3,2,1
9.52,78,74,1,Low,1,76,51,87,3,36,54,61,81,75,2,3,1
9.39,56,35,2,Medium,0,42,35,38,1,65,42,24,26,41,1,3,0
9.51,69,44,2,Medium,1,100,71,52,1,52,56,49,50,47,3,2,1
8.3,54,27,1,Low,1,38,47,47,2,61,62,60,59,33,0,3,1
6.21,49,49,1,Low,0,51,44,48,1,36,26,27,15,23,0,2,0
7.64,73,77,4,High,1,82,52,88,3,54,39,33,63,35,1,3,1
5.84,52,36,4,Medium,1,79,35,85,1,39,43,65,74,28,0,3,0
6.43,54,39,2,Low,1,77,41,67,2,68,43,21,27,68,1,3,0
7.87,52,63,0,High,0,49,22,64,1,65,50,43,52,10,3,3,1
7.21,35,37,1,Low,1,53,59,41,1,67,46,22,24,25,3,3,1
8.03,55,50,6,High,3,46,28,91,3,55,23,19,60,47,0,1,1
9.06,78,41,1,Medium,1,56,49,77,4,70,73,69,63,41,0,1,1
7.58,37,41,5,Medium,1,68,48,77,2,53,25,24,41,30,0,2,1
7.93,44,21,1,Low,1,46,36,39,3,72,48,43,48,0,0,3,1
6.48,50,22,5,Medium,0,30,26,68,3,46,35,15,39,56,3,2,0
7.28,41,28,3,Medium,1,83,44,67,2,34,29,37,52,47,2,3,0
6.06,36,21,1,High,0,58,29,36,2,21,49,23,43,19,0,2,0
5.0,34,25,1,Low,0,75,38,35,3,60,43,15,17,2,2,3,0
7.47,38,10,3,Medium,1,56,41,61,2,58,52,64,54,38,1,2,1
6.94,39,46,5,Medium,0,71,29,51,1,56,43,42,38,0,0,2,1
5.25,49,56,2,Low,1,100,67,81,6,59,54,44,55,9,0,2,0
6.37,32,10,1,High,0,41,30,20,2,27,34,46,50,18,1,2,0
9.73,49,53,0,Low,0,47,31,39,2,59,50,43,41,59,3,2,0
5.96,38,19,2,Medium,2,45,29,68,1,41,49,22,48,35,1,3,0
6.66,58,58,6,High,2,99,71,80,0,57,52,41,62,21,3,2,1
5.43,40,31,1,High,0,61,49,57,2,33,62,29,46,0,1,3,0
5.11,35,29,4,Low,1,77,44,53,2,26,41,23,20,21,0,3,0
6.43,49,36,4,Low,0,25,24,53,2,32,25,15,58,34,0,3,0
9.24,44,53,1,High,1,68,49,48,2,74,47,22,20,24,1,2,1
8.53,67,33,1,Low,1,55,48,56,1,48,57,62,68,76,2,3,1
8.37,64,58,1,Medium,0,86,77,66,7,50,52,51,59,35,1,1,1
6.28,42,50,2,High,1,73,43,91,4,54,50,29,61,0,1,2,0
6.65,61,58,4,High,0,54,65,56,3,39,56,30,38,28,0,2,1
9.53,53,76,4,High,0,90,55,53,4,42,27,28,65,40,1,2,1
6.68,63,41,2,Medium,2,92,45,87,2,29,60,22,61,45,0,3,1
5.95,47,52,3,Low,1,89,90,46,2,44,35,36,38,24,2,3,0
5.56,39,30,2,Low,1,75,25,58,0,48,31,44,41,16,0,2,0
9.18,64,68,2,Medium,1,57,23,58,5,58,47,80,51,0,1,2,1
5.42,41,33,4,Low,1,66,16,41,1,47,49,19,31,26,0,2,0
5.67,58,39,1,Medium,1,54,77,51,3,23,37,52,36,28,0,2,0
6.49,36,49,1,Medium,1,65,64,66,3,28,23,15,49,26,1,2,0
5.7,35,22,1,Low,1,51,36,33,1,70,38,15,19,30,3,2,0
9.54,79,39,3,Medium,1,58,59,62,0,77,46,33,55,72,1,3,1
6.97,44,28,2,Medium,1,100,55,63,1,59,34,34,56,7,0,3,1
6.06,57,54,6,High,1,67,26,58,0,37,29,22,40,8,1,2,0
8.19,79,81,2,High,1,54,70,55,2,53,57,44,51,35,1,3,1
7.07,47,39,2,Medium,1,42,52,68,0,50,51,32,54,13,0,2,0
7.91,65,70,3,Low,1,60,34,63,0,70,65,39,33,22,0,3,1
5.9,31,10,3,High,1,75,43,64,3,49,50,20,60,47,0,1,0
7.39,63,42,1,Low,1,64,48,56,2,58,66,15,34,40,1,3,1
6.68,52,37,2,Low,2,61,41,57,2,46,38,38,51,70,0,2,0
7.42,60,45,2,Medium,1,69,41,71,2,61,53,45,61,35,3,3,1
6.69,42,35,5,High,2,69,41,100,3,52,41,22,36,1,0,2,1
9.52,47,48,3,Low,1,74,39,61,1,63,21,35,39,12,0,2,1
7.62,61,41,3,Low,3,75,64,82,2,44,34,60,72,57,1,3,1
5.88,20,21,2,Medium,1,60,30,38,0,43,25,20,30,0,2,3,0
7.44,50,39,4,Medium,3,59,34,61,0,39,39,56,59,41,0,2,0
10.0,81,47,0,Low,0,62,55,45,5,64,70,91,55,41,1,2,1
5.79,47,36,1,Medium,0,72,43,42,2,45,47,75,60,9,0,1,0
6.2,70,51,3,High,1,82,55,72,1,20,24,22,48,69,2,1,1
5.0,52,38,2,High,3,55,50,81,1,37,48,22,66,19,2,1,0
6.71,42,34,2,Medium,1,59,36,52,0,34,38,26,28,8,1,2,0
6.49,49,40,4,Medium,0,47,31,76,2,53,52,42,54,27,0,3,0
6.97,51,34,0,Medium,1,35,19,30,1,57,60,67,34,20,1,2,1
7.61,36,49,6,High,1,39,30,90,1,47,35,39,65,65,1,3,0
7.45,43,17,1,Low,0,43,50,42,4,58,58,21,29,47,2,3,1
7.71,49,28,3,Medium,1,50,38,78,2,60,36,26,49,17,0,3,1
7.46,30,67,2,Medium,3,70,31,69,1,49,23,23,39,8,0,2,0
6.95,52,25,1,Low,2,42,29,32,1,68,56,20,22,0,0,3,1
5.74,41,13,1,Low,0,62,19,48,1,34,31,30,37,27,1,3,0
6.88,31,37,1,Low,0,77,54,57,3,67,43,15,17,3,0,2,1
8.71,67,20,2,Medium,1,47,51,56,3,55,78,30,18,41,0,3,1
7.85,65,46,0,Medium,1,53,56,33,0,44,55,33,31,0,0,1,1
10.0,72,87,0,Low,0,38,48,36,2,60,61,58,15,42,0,3,1
9.36,62,25,4,Medium,2,44,33,54,2,48,39,47,44,71,0,1,0
6.22,54,13,3,Low,1,86,48,31,1,55,28,36,27,33,2,3,0
8.13,66,28,2,High,2,71,46,77,1,36,47,60,66,24,0,3,0
5.92,49,52,0,Medium,2,100,49,36,0,61,60,55,32,28,1,2,1
7.76,46,54,2,Low,0,48,32,64,0,42,36,37,63,26,0,3,0
6.28,50,32,0,Low,3,89,64,78,2,56,51,41,64,73,1,3,0
9.53,81,71,6,High,1,48,76,100,3,62,81,63,58,41,3,2,1
8.4,53,62,4,Low,1,52,31,58,1,60,66,43,44,7,0,3,1
8.51,86,92,1,Medium,1,100,67,32,2,50,68,27,44,52,0,2,1
5.86,38,27,3,Low,1,46,36,50,2,48,40,49,37,26,3,3,0
6.88,51,10,5,High,0,90,40,62,2,51,27,39,47,41,1,3,0
7.69,48,26,5,High,1,61,43,43,1,35,31,15,45,43,0,2,0
6.78,53,35,3,Low,0,42,43,54,3,37,39,59,44,70,1,1,0
7.9,36,26,3,Low,1,36,29,53,0,48,27,18,48,9,3,2,0
6.63,43,32,1,Medium,0,63,48,32,3,39,41,32,21,12,0,3,0
9.05,51,57,2,Low,0,41,37,37,2,75,75,63,15,0,1,2,1
6.88,52,60,2,Medium,1,56,15,51,1,49,63,48,57,44,1,2,1
9.07,76,55,5,Medium,1,27,31,76,1,51,61,73,69,27,0,2,1
6.15,54,59,1,Medium,1,68,64,41,2,39,53,37,41,50,0,2,0
9.37,37,36,2,Low,0,34,36,49,1,55,31,54,34,12,0,2,0
7.48,79,61,1,Low,2,60,20,61,2,48,76,47,39,81,0,2,1
8.4,63,62,1,Low,1,37,23,56,3,44,30,58,61,9,0,3,1
8.29,50,41,3,Medium,0,84,58,44,1,46,54,15,33,50,2,3,1
6.32,49,70,1,Low,1,25,25,35,2,55,51,23,28,47,1,3,0
9.68,70,32,4,Medium,1,56,17,94,3,65,50,52,69,52,3,3,1
6.29,39,24,2,Low,0,72,54,61,3,44,35,25,58,1,1,2,0
8.87,65,48,3,Medium,1,68,60,84,4,59,41,42,66,49,0,3,1
7.17,45,43,2,High,2,39,24,60,1,50,29,32,39,29,0,1,0
8.52,56,63,3,Low,1,30,51,62,2,55,30,18,27,0,1,2,1
6.84,42,34,0,Medium,0,76,35,47,3,55,51,20,40,56,0,2,0
5.0,22,10,2,Low,2,59,24,39,1,45,43,30,24,6,1,2,0
7.93,59,58,3,Low,0,42,35,34,0,35,20,24,17,65,0,2,0
7.69,63,60,3,Low,3,76,30,62,0,51,73,72,70,36,0,3,1
5.33,48,10,3,Medium,0,51,44,42,0,23,35,31,44,48,3,3,0
7.7,66,51,2,Medium,1,50,52,39,0,61,59,59,46,22,1,3,1
8.31,63,25,2,Medium,1,46,38,69,4,65,38,48,41,42,2,2,0
5.47,36,20,4,Medium,0,48,42,58,1,35,49,25,59,24,2,3,0
5.97,55,29,3,Medium,2,47,22,88,2,43,47,15,63,26,1,3,0
6.3,31,38,2,Medium,1,67,45,79,0,21,40,47,55,1,2,2,0
6.35,37,32,5,High,0,89,50,56,3,58,55,21,34,0,0,1,1
5.92,33,10,3,Medium,1,36,20,57,0,53,53,28,42,2,1,1,0
7.26,66,64,2,High,1,55,52,55,1,65,49,43,40,53,2,2,1
5.88,56,22,3,High,0,59,34,47,0,62,49,41,62,5,0,3,0
7.41,60,51,2,Medium,3,70,63,52,0,37,38,54,43,12,1,3,1
5.82,57,32,1,Medium,2,79,57,44,1,54,60,45,29,5,0,2,1
10.0,59,40,1,Low,0,59,50,50,3,82,63,45,59,39,1,3,1
8.87,67,59,3,Medium,1,50,41,44,0,41,63,65,40,22,1,3,1
8.24,57,52,2,Low,0,72,58,47,1,54,63,55,52,58,0,3,1
8.94,73,76,3,High,2,32,58,69,2,55,37,34,56,58,1,2,1
7.14,51,39,4,Medium,3,25,52,100,6,60,64,27,62,34,1,2,1
5.31,37,35,3,Medium,1,100,43,52,2,20,40,19,26,28,3,2,0
10.0,76,51,1,Low,2,47,59,61,2,86,64,53,50,30,1,3,1
5.74,54,45,2,Low,1,54,59,47,2,42,48,22,23,17,1,3,0
6.99,43,41,2,Low,1,71,40,59,2,60,43,36,45,40,0,2,1
9.36,65,49,1,Medium,3,68,68,84,2,61,63,47,68,57,1,1,1
8.63,49,12,4,Low,1,77,49,81,4,64,44,15,67,43,0,3,1
9.2,35,34,2,Medium,1,78,30,61,2,33,38,15,29,11,0,2,1
6.45,51,46,2,Low,1,36,27,63,1,42,43,15,38,22,1,2,0
6.45,56,33,2,High,0,84,35,29,1,57,44,35,24,14,0,1,1
8.16,62,29,1,Medium,0,71,50,68,3,59,55,62,60,52,1,1,1
7.4,31,48,2,Low,3,68,35,57,1,32,62,15,22,0,0,2,1
8.07,54,50,3,Medium,1,69,49,78,3,56,40,18,40,0,1,2,1
8.02,31,23,2,Medium,2,25,41,78,3,45,31,24,34,0,0,3,0
8.3,76,41,1,Low,0,58,52,29,1,45,48,33,15,2,1,3,1
7.4,41,21,0,Low,1,44,31,50,0,33,28,15,27,51,2,2,0
8.25,74,76,3,Medium,3,42,44,85,2,63,70,63,83,60,2,2,1
6.44,59,48,3,High,0,53,22,82,3,60,61,39,61,11,0,2,1
7.77,45,28,3,Medium,0,76,54,50,0,79,51,15,35,24,0,2,0
5.0,26,30,2,Medium,1,67,33,56,2,22,36,15,50,44,0,3,0
8.79,66,38,5,High,1,69,53,69,2,68,67,84,68,49,0,2,1
7.41,44,58,4,Low,0,53,36,49,4,62,43,52,49,68,2,1,1
7.61,56,64,4,High,2,68,49,66,0,46,28,29,41,31,0,3,1
5.87,39,25,1,High,3,58,22,64,2,33,44,35,41,10,0,3,0
6.95,30,16,4,Medium,1,79,40,73,2,36,32,19,34,0,1,2,0
8.22,32,10,1,Low,2,74,32,42,2,49,35,35,30,19,3,1,0
6.81,53,19,3,High,2,64,45,69,2,51,41,25,44,50,0,2,1
8.4,53,22,3,High,1,47,28,66,1,73,62,36,52,33,0,2,1
7.55,48,40,3,Medium,0,66,49,56,0,66,52,46,46,21,1,2,1
6.34,56,39,1,Low,0,66,47,20,1,27,38,60,29,58,1,3,0
6.68,64,29,4,High,0,64,34,70,2,38,33,51,46,48,2,2,0
6.83,47,33,6,High,0,53,51,63,0,64,60,60,58,25,1,3,1
9.3,61,55,4,Medium,0,50,38,55,1,52,58,42,40,21,0,3,1
8.65,67,59,0,Low,1,67,47,21,3,57,58,39,30,35,2,2,1
6.9,35,10,2,Medium,0,46,42,67,2,29,20,15,23,30,0,2,0
5.14,43,33,1,Low,0,57,52,42,1,54,42,35,39,10,1,3,0
7.08,59,25,1,Medium,1,72,44,33,2,27,39,45,42,10,0,2,0
6.58,57,58,3,High,0,69,49,52,0,28,34,33,47,24,0,1,1
7.3,30,37,2,Medium,2,41,37,82,5,64,48,19,49,17,0,2,1
5.05,31,13,4,Low,0,67,52,76,2,63,47,50,67,45,0,3,0
9.0,53,30,2,Medium,2,98,56,58,1,56,53,51,36,8,1,2,1
5.0,41,26,1,Medium,3,74,49,68,2,39,49,55,54,29,0,1,0
7.4,60,13,3,Low,1,57,35,52,1,62,41,26,36,30,1,3,1
8.01,76,63,2,Medium,1,85,42,69,3,58,54,40,61,41,2,3,1
8.06,52,37,5,High,3,100,62,94,5,50,46,57,48,61,0,3,1
5.05,34,43,1,Low,0,77,32,45,5,34,24,25,24,22,0,3,0
7.46,68,36,4,Medium,3,30,30,97,5,33,57,40,82,22,0,2,1
5.48,46,27,4,Medium,2,73,52,59,1,45,35,26,17,45,1,3,0
7.55,70,31,0,Low,1,86,57,77,5,51,70,53,67,58,0,1,1
7.49,58,30,2,Medium,1,25,38,81,2,47,36,54,54,14,3,3,0
5.84,31,10,4,High,1,78,25,68,3,32,55,31,50,0,0,2,0
9.53,51,55,0,Medium,1,58,31,29,2,51,70,58,51,38,2,3,1
7.14,34,18,1,Medium,1,85,63,56,2,58,38,37,47,19,0,3,1
6.78,58,47,1,Medium,1,60,38,42,1,59,65,34,50,25,0,3,1
8.3,74,51,3,Medium,0,68,52,66,1,52,52,37,44,65,0,3,1
7.16,75,38,1,Low,1,68,58,42,2,45,68,48,36,33,1,3,1
7.78,66,48,1,Low,1,74,40,50,0,43,48,25,45,48,3,1,1
9.1,78,68,3,High,0,70,73,73,6,71,49,43,50,70,3,2,1
9.76,61,29,3,Medium,0,45,42,55,4,64,20,58,55,29,0,3,0
8.03,44,47,7,High,0,57,36,74,0,59,41,34,64,0,0,3,1
7.25,63,36,2,Low,1,61,61,64,1,55,56,35,56,29,2,2,1
8.02,63,41,2,Medium,1,84,66,51,0,51,67,79,38,41,1,1,1
6.13,48,46,2,Low,0,70,68,43,0,31,38,21,29,48,1,3,0
9.65,72,45,3,Low,3,50,43,73,3,51,68,39,56,32,2,2,1
8.93,67,52,8,Medium,2,45,71,100,4,73,54,66,72,74,0,3,1
8.99,79,55,3,Low,1,73,66,80,3,51,55,63,64,21,1,2,1
5.4,57,46,2,Medium,0,53,63,37,0,37,57,42,39,37,0,3,1
5.98,52,10,2,Medium,1,75,60,52,1,31,20,44,38,26,0,3,0
8.97,73,28,1,Low,1,60,44,64,1,45,55,55,51,70,2,2,1
6.61,55,52,2,Low,3,88,43,60,2,38,39,20,29,3,0,1,1
8.58,55,59,2,Medium,1,48,19,73,4,78,72,15,41,41,1,3,1
5.81,53,28,1,Medium,1,87,28,37,0,51,40,29,16,26,2,2,0
8.31,43,31,3,Medium,2,79,38,89,1,50,47,52,66,56,0,3,1
8.07,71,59,1,Low,0,54,64,40,1,68,71,48,37,26,1,2,1
8.62,47,48,0,Low,0,46,31,49,1,56,27,38,31,36,3,3,0
9.58,70,23,2,High,1,96,53,40,0,79,62,54,59,25,0,3,1
8.56,51,27,6,Medium,0,45,47,67,4,84,50,15,40,34,3,2,1
9.52,73,51,2,Medium,0,67,43,51,3,74,75,50,48,36,0,3,1
7.81,56,54,1,High,1,68,69,55,2,55,57,49,40,25,0,1,1
6.52,29,62,1,Low,0,62,32,37,2,55,33,15,23,0,1,3,1
6.96,56,40,3,High,1,76,61,77,3,49,35,32,56,41,0,1,1
7.27,46,16,1,Low,2,45,34,57,2,29,49,43,43,5,0,2,0
7.76,67,57,2,Low,0,96,60,25,2,45,51,48,31,17,1,3,1
6.55,49,59,1,Low,0,47,52,62,5,36,20,46,57,0,0,1,0
6.34,52,43,3,Low,0,59,46,45,2,38,24,38,33,10,3,1,1
5.87,33,14,2,Low,0,36,46,45,2,65,46,17,19,29,3,2,0
6.75,43,49,4,Medium,0,80,36,84,3,62,29,23,38,34,0,3,1
5.53,37,40,3,High,0,95,32,73,1,47,59,37,66,35,2,1,0
9.44,76,42,2,Low,1,98,43,47,1,71,53,71,59,25,3,2,1
7.17,73,61,4,Medium,0,82,73,72,3,28,49,41,59,48,1,3,1
5.65,34,43,2,High,1,55,45,43,0,51,39,15,26,8,0,2,0
5.13,53,59,3,Low,2,62,41,64,1,51,38,44,36,50,0,1,1
9.05,38,30,4,High,2,56,40,78,4,33,20,15,45,31,1,3,0
8.72,47,32,4,Low,1,40,48,53,3,67,50,19,36,15,0,3,0
7.91,45,54,2,Low,0,56,37,51,2,37,29,31,28,47,3,2,0
9.22,49,21,4,Medium,1,78,26,81,4,37,41,51,46,39,0,3,0
6.22,28,31,1,Medium,1,46,15,43,2,62,36,18,15,0,1,2,0
9.15,69,32,3,Low,0,25,26,65,1,48,57,57,61,7,0,3,1
7.0,49,55,7,Medium,2,39,37,90,2,41,60,52,53,2,1,2,0
8.15,63,45,1,Medium,0,76,41,36,2,67,50,57,43,70,0,2,1
5.0,48,57,1,Medium,0,31,45,46,1,36,34,23,30,8,0,1,0
7.76,59,53,2,Low,2,53,29,63,6,51,29,20,48,72,1,3,1
7.15,60,28,0,Low,2,55,37,64,2,48,47,28,48,14,2,2,0
7.74,55,64,4,High,0,66,24,65,4,57,54,55,51,9,0,3,1
7.96,43,58,3,Low,1,66,36,79,3,52,36,43,58,43,0,3,1
6.26,60,60,3,Medium,1,69,49,87,4,47,54,30,56,54,1,3,1
8.16,51,29,1,Low,1,59,56,55,1,49,43,70,47,41,0,1,0
6.34,36,25,1,Medium,0,44,34,42,4,50,22,15,40,35,1,3,0
7.86,55,45,1,Medium,1,78,59,32,1,58,53,57,33,16,3,2,1
8.25,48,28,8,High,3,30,45,88,1,79,50,61,66,45,0,2,0
7.32,48,63,0,Low,0,76,51,43,0,47,44,39,24,33,0,2,0
5.18,45,38,3,High,2,82,36,66,1,38,32,21,47,19,3,1,0
6.6,53,10,2,Medium,3,100,61,70,3,50,38,26,41,33,1,3,1
6.28,36,35,6,High,0,48,51,64,0,57,41,27,40,42,2,3,0
7.27,47,32,4,Medium,2,51,35,94,3,38,37,51,58,36,3,2,0
5.0,52,40,2,Medium,0,62,51,51,0,41,63,26,37,0,3,2,1
7.58,61,42,1,Low,1,61,54,57,2,22,51,17,18,54,1,3,1
7.44,79,72,2,High,2,77,55,77,3,48,65,61,68,63,0,2,1
6.67,64,66,2,Low,0,71,63,64,5,61,53,55,53,30,1,3,1
8.34,73,60,1,Low,1,55,46,55,2,47,31,73,49,46,2,3,1
8.9,46,32,1,Low,2,60,46,58,1,61,36,15,23,29,0,2,0
6.58,58,44,2,Medium,1,78,48,69,5,41,38,37,54,0,1,3,1
6.3,47,38,4,High,0,39,36,67,1,36,36,52,47,20,2,3,0
8.47,54,30,1,Low,0,57,54,60,5,69,52,44,61,25,2,3,1
9.21,67,60,1,Low,1,71,29,45,3,48,60,46,46,37,0,2,1
